Latin America,Uruguay,3186,18,21,2877,1511,5185,9.03,27.27,63.71,1.1,17481,1304,13520,930,1727,38920,6,3,91,140,160,1230,10316,23441,15,230,484,X,X,77,28176,26.27,81,1,365,0,2184,40
Latin America,Venezuela,21844,24,38,20281,5158,7082,5.04,41.91,53.05,-1,88205,3915,17800,30000,36490,60291,43,11,46,190,732,7440,15071,550,1850,2250,1007,X,X,2083,21878,170.9,305,16,1296,42,20000,8000
Middle East and Arid Asia,Afghanistan,20141,31,69,4026,X,X,X,X,X,X,65209,8054,30000,1900,25255,2482,1,0,99,3000,3234,6133,1500,14200,2150,X,1483,X,265,22,50649,1.71,123,1,460,0,3500,800
Middle East and Arid Asia,Bahrain,564,831,1360,509,279,X,0.94,41.7,57.36,X,68,2,4,X,62,X,X,X,X,1,3,207,16,29,17,X,0,X,1,276,0,0,X,X,X,X,X,X
Middle East and Arid Asia,Iran,67283,41,75,39716,872,3685,20.75,36.36,42.88,2.8,163600,18150,44000,11400,90050,1746,4,9,87,9400,4325,17029,7100,45400,23500,0,2288,300,140,3264,28613,39.6,140,5,502,1,X,X
Middle East and Arid Asia,Iraq,20449,47,97,15258,0,X,X,X,X,X,43737,5450,4000,192,34095,5340,3,5,92,2550,1041,5672,1100,6320,1050,X,196,100,15,933,1026,2.16,81,1,381,1,X,X
Middle East and Arid Asia,Israel,5629,267,371,5098,2826,9843,X,X,X,X,2062,435,145,126,1356,382,16,5,79,180,82,2134,362,330,100,100,11,X,10,505,126,0.11,92,3,500,0,X,X
Middle East and Arid Asia,Jordan,5439,56,123,3887,70,X,7.96,26.24,65.8,5.8,8893,405,791,70,7627,314,29,6,65,63,58,1190,42,2100,555,X,26,X,18,147,79,0.08,71,0,361,0,2200,X
Middle East and Arid Asia,Kazakhstan,17111,6,8,10218,X,X,X,X,X,-12.9,266980,34800,186562,9600,X,9900,4,17,79,2200,X,X,9347,33524,684,2445,1440,105,55,3381,0,27.46,X,4,X,0,X,X
Middle East and Arid Asia,Kuwait,1547,87,157,1501,1190,X,0.49,54.82,44.69,X,1782,5,137,2,1638,103,64,32,4,2,X,X,12,150,15,X,0,X,1,471,0,0,21,0,321,0,234,X
Middle East and Arid Asia,Kyrgyzstan,4745,24,36,1847,X,X,X,X,X,-16.4,19130,1420,8700,700,X,13003,3,7,90,900,X,X,1061,7077,219,165,310,X,50,150,0,32.05,X,X,X,X,X,X
Middle East and Arid Asia,Lebanon,3009,289,425,2622,2016,X,X,X,X,X,1023,306,10,80,627,1854,11,4,85,86,69,929,80,258,456,41,46,X,1,121,4639,1.3,54,0,329,0,X,X
